index,dataset,path,audio_duration,processing_time,rtf,ground_truth,gemini_transcription
0,capleaf/viVoice,audio_502.22_504.3.wav,2.1333333333333333,4.249080199981108,1.9917563437411445,Và mọi chuyện thì chưa dừng lại ở đó.,Và mọi chuyện thì chưa dừng lại ở đó.
1,capleaf/viVoice,audio_325.98_328.04.wav,2.1333333333333333,4.002433400019072,1.87614065625894,"Tuy nhiên, quá trình này không diễn ra lâu.","Tuy nhiên, quá trình này không diễn ra lâu,"
2,capleaf/viVoice,audio_399.3_401.78.wav,2.56,3.7936231000348926,1.48188402345113,Đây là những chiếc kẹn chim nước được làm bằng sứ.,Đây là những chiếc kèn chim nước được làm bằng sứ.
3,capleaf/viVoice,audio_466.06_466.92.wav,1.1093333333333333,4.871427799924277,4.3913111177202016,Chứ đó. Đâu ra?,Chứ đâu ra
4,capleaf/viVoice,audio_104.32_107.14.wav,3.072,3.6946896999143064,1.2026984700241883,Nhưng vì một lý do nào đó mà Nina đã block luôn người yêu cũ.,Nhưng vì một lý do nào đó mà Nina đã block luôn người yêu cũ.
5,capleaf/viVoice,audio_1245.34_1247.3.wav,1.9626666666666666,3.9541651000035927,2.0146900985072653,Bản báo cáo miêu tả tâm trạng.,Bản báo cáo miêu tả tâm trạng
6,capleaf/viVoice,audio_641.74_648.68.wav,7.082666666666666,5.1368420999497175,0.7252694982986235,"Thuật ngữ Musou, xuất phát từ tên tiếng Nhật của series Warriors, đã trở thành từ dùng để gọi các tựa game được tạo ra với cùng một công thức như trên.","Thuật ngữ Musou, xuất phát từ tên tiếng Nhật của series Warriors, đã trở thành từ dùng để gọi các tựa game được tạo ra với cùng một công thức như trên."
7,capleaf/viVoice,audio_1181.52_1182.84.wav,1.3653333333333333,3.765547899994999,2.75796965331665,Thì kết thúc này quen lắm.,Cái kết thúc này quen lắm.
8,capleaf/viVoice,audio_155.31_156.39.wav,1.1946666666666668,5.019330099923536,4.201448186319924,Cậu có nhìn thấy không?,Cậu có nhìn thấy không?
9,capleaf/viVoice,audio_613.06_617.18.wav,4.181333333333333,4.175840200041421,0.9986862723313348,"Nhìn từng người dân, từng ngôi nhà bị phá mà lòng tôi đau đớn.","Nhìn từng người dân, từng ngôi nhà bị phá mà lòng tôi đau đớn."
10,capleaf/viVoice,audio_16.92_21.38.wav,4.522666666666667,4.2195944000268355,0.9329881485908392,"Đại tá Trần Đình Hưng, Phó Chỉ huy trưởng, Tham mưu trưởng, Bộ Chỉ huy quân sự tỉnh.","Đại tá Trần Đình Hưng, Phó chỉ huy trưởng, Tham mưu trưởng, Bộ chỉ huy Quân sự tỉnh"
11,capleaf/viVoice,audio_649.96_657.5.wav,7.594666666666667,3.8753726000431925,0.5102755354691704,"Trong bầu không khí náo nhiệt của giảp hát, hùng thủ rút khẩu súng ra, ông Derringer 44 ly, dí sát đầu tổng thống mà ná đạn.","Trong bầu không khí náo nhiệt của rạp hát, hung thủ rút khẩu súng Derringer 44 ly, dí sát đầu Tổng thống mà nã đạn."
12,capleaf/viVoice,audio_209.47_212.13.wav,2.9013333333333335,4.855429499992169,1.6735166015598009,"Một, một ngày hãy làm tốt vài điều mình muốn làm.",một ngày hãy làm tốt vài điều mình muốn làm.
13,capleaf/viVoice,audio_405.73_410.03.wav,4.352,5.616068699979223,1.2904569623114024,Kế hoạch là vậy nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch.,"Kế hoạch là vậy, nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch."
14,capleaf/viVoice,audio_557.88_564.72.wav,6.826666666666667,3.8997765999520198,0.5712563378835966,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.,Báo cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.
15,capleaf/viVoice,audio_10.42_14.32.wav,4.010666666666666,3.712623000028543,0.9256872506720105,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.
16,capleaf/viVoice,audio_626.96_628.54.wav,1.7066666666666668,3.9778545999433845,2.330774179654327,Ám sát kẻ thù của quốc gia.,Áp sát kẻ thù của quốc gia
17,capleaf/viVoice,audio_24.4_26.0.wav,1.792,3.9053076000418514,2.1793011160947833,Xếp trồi lên và gợi ý bạn.,Xếp chọi lên và gợi ý bạn
18,capleaf/viVoice,audio_125.82_129.28.wav,3.498666666666667,5.1448222999460995,1.470509422621789,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.,thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm
19,capleaf/viVoice,audio_685.62_690.78.wav,5.290666666666667,4.374980000080541,0.8269241431603844,"Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín.","Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín."
20,capleaf/viVoice,audio_2692.88_2694.36.wav,1.536,3.6249770999420434,2.3600111327747677,Mà bước chân bối rối.,Một bước chân bối rối
21,capleaf/viVoice,audio_1051.98_1053.22.wav,1.3653333333333333,3.441843200009316,2.5208812500068234,Bảo đi chơi cũng không.,Bà đi chơi cùng hông?
22,capleaf/viVoice,audio_184.32_189.26.wav,4.949333333333334,4.4658115999773145,0.9023056842626578,"Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.","Đầu tiên là do đồng Yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu."
23,capleaf/viVoice,audio_1011.42_1015.66.wav,4.352,4.285805199993774,0.984789797792687,"Năm 2015, Việt Nam chọn hệ thống tiên lửa Spider làm hệ thống tiên lửa phòng không tầm trung mới.","Năm 2015, Việt Nam chọn hệ thống tên lửa Spyder làm hệ thống tên lửa phòng không tầm trung mới."
24,capleaf/viVoice,audio_246.79_253.55.wav,6.741333333333333,4.487704299972393,0.6656998071557149,"Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lãng phát và chi phí lao động tăng cao.","Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lạm phát và chi phí lao động ngày càng cao."
25,capleaf/viVoice,audio_282.61_286.33.wav,3.84,6.008023899979889,1.5645895572864297,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.",Như vậy thật ra xác suất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau.
26,capleaf/viVoice,audio_1178.62_1186.3.wav,7.765333333333333,3.7989485000725836,0.4892189861013801,"Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân, để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã.","Kiểm soát cảm xúc, thực chất là một quá trình đánh giá lại bản thân để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã."
27,capleaf/viVoice,audio_1091.88_1095.4.wav,3.4133333333333336,4.5159502000315115,1.3230322851654819,"Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.","Thứ hai, trong khẩu vũ khí có nòng còn 7 viên."
28,capleaf/viVoice,audio_17.66_27.98.wav,10.410666666666666,4.85104879993014,0.46596908298509293,"Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường Trung học Phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương.","Như phóng viên Thông tấn xã Việt Nam đã đưa tin, trong giờ ra chơi tiết hai, nam sinh lớp 10 trường Trung học phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương."
29,capleaf/viVoice,audio_1125.88_1127.5.wav,1.4506666666666668,3.6732955999905244,2.532143106611115,Với giá cao hơn đá thị trường.,với giá cao hơn tại thị trường
30,capleaf/viVoice,audio_132.6_137.36.wav,4.864,3.9976297999965027,0.8218811266440178,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.","Chiến thuật này đã kích cầu việc mua rượu và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó."
31,capleaf/viVoice,audio_556.64_557.86.wav,1.3653333333333333,3.6069184999214485,2.6417860106846547,Khỏi tâm trạng tiêu cực.,Khi tâm trạng tiêu cực
32,capleaf/viVoice,audio_422.66_431.4.wav,8.874666666666666,3.330482399906032,0.37527971753748857,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo.","Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía Đông của đảo."
33,capleaf/viVoice,audio_1616.06_1617.74.wav,1.4506666666666668,3.6882542999228463,2.542454710424756,Nga giặt hoài không ra.,Nghĩ mãi không ra
34,capleaf/viVoice,audio_100.18_101.92.wav,1.792,5.371934999944642,2.997731584790537,Mọi chuyện không chỉ dừng lại ở đó.,Mọi chuyện không chỉ dừng lại ở đó.
35,capleaf/viVoice,audio_1213.56_1218.92.wav,5.376,3.5479801000328735,0.6599665364644481,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm.","Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm."
36,capleaf/viVoice,audio_624.3_627.82.wav,3.584,4.033534799935296,1.1254282365890893,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng.,Vì vậy mà những chiến binh nửa người nửa máy của Liên Xô đã không được sử dụng.
37,capleaf/viVoice,audio_212.4_220.0.wav,7.765333333333333,4.225531999953091,0.5441533310379152,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.,"Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động, giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác."
38,capleaf/viVoice,audio_502.33_504.67.wav,2.3893333333333335,4.501043200027198,1.8838071428685257,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.
39,capleaf/viVoice,audio_137.8_142.78.wav,5.034666666666666,3.755754300043918,0.7459787407396554,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K.,TV có khung hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K
40,capleaf/viVoice,audio_621.03_624.05.wav,2.986666666666667,4.977516499930061,1.66657918524444,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.","Còn hiện tại, tôi nghĩ rằng đó là 100% công việc."
41,capleaf/viVoice,audio_61.49_63.83.wav,2.304,3.944020999944769,1.711814670114917,"Cho hết hành lá vào, khuấy đều lên.","Cho hết hành lá vào, khuấy đều lên."
42,capleaf/viVoice,audio_0.0_2.1.wav,2.474666666666667,4.609107699943706,1.8625165813350106,"Ví dụ 2, tính trung bình của dãy số.","Ví dụ 2, tính trung bình của dãy số."
43,capleaf/viVoice,audio_500.02_502.34.wav,2.304,4.116566399927251,1.7867041666350918,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.
44,capleaf/viVoice,audio_558.45_569.81.wav,11.349333333333334,6.0841749999672174,0.5360821487283145,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.","Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng sáu tháng tới."
45,capleaf/viVoice,audio_907.27_910.45.wav,3.2426666666666666,4.120972399949096,1.2708590871553544,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng.,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thành.
46,capleaf/viVoice,audio_339.44_343.2.wav,4.096,4.223826200002804,1.0312075683600597,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?,để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao
47,capleaf/viVoice,audio_73.98_75.08.wav,1.1946666666666668,3.551324600004591,2.9726489397359854,Hãy cùng bắt đầu nhá!,Hãy cùng bắt đầu nhé.
48,capleaf/viVoice,audio_943.5_944.3.wav,1.024,3.7512325999559835,3.663313085894515,Giờ thổi lửa rồi.,Giọt mồ hôi rơi rồi
49,capleaf/viVoice,audio_1659.35_1662.19.wav,2.986666666666667,3.1872906000353396,1.067173191976118,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình.,Hãy để cho những cơn gió của lòng nhiệt thành quét qua mình
50,capleaf/viVoice,audio_310.47_313.77.wav,3.4133333333333336,3.64334259997122,1.0673855273353183,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.,Anh ta cũng làm như vậy ở tầng hai và lên đến nóc nhà.
51,capleaf/viVoice,audio_866.05_867.83.wav,1.8773333333333333,4.504740300006233,2.3995420632135476,Bước đầu tiên là chữ cái ai.,Bước đầu tiên là chữ cái i.
52,capleaf/viVoice,audio_561.9_565.24.wav,3.328,3.458734199986793,1.0392831129768008,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.",Nếu anh không làm như thế này thì em sẽ như thế này như thế kia.
53,capleaf/viVoice,audio_330.25_333.07.wav,2.304,3.5715937999775633,1.550170920129151,Bởi một thông điệp sẽ trở nên vô nghĩa.,Bởi một thông điệp sẽ trở nên vô nghĩa.
54,capleaf/viVoice,audio_286.88_288.52.wav,1.792,3.65052010002546,2.037120591532065,"Hơi chát chát, hơi chua chua một chút.","Hơi chát chát, hơi chua chua một chút."
55,capleaf/viVoice,audio_181.89_183.21.wav,1.3653333333333333,3.471523700049147,2.542619897496934,Casey đã rất nghiêm túc.,KC đã rất nghiêm túc
56,capleaf/viVoice,audio_508.86_511.62.wav,2.7306666666666666,3.569568800041452,1.3072151367339302,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè.,Chị nhìn thấy nó hơi nâu vàng như vầy nè.
57,capleaf/viVoice,audio_324.44_330.2.wav,5.888,3.760712599963881,0.6387079823308222,"Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.","Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm mà còn rất quan tâm đến học sinh."
58,capleaf/viVoice,audio_156.06_158.86.wav,2.986666666666667,3.5664327000267804,1.1941180915268237,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán
59,capleaf/viVoice,audio_52.54_57.26.wav,4.949333333333334,4.775493899942376,0.9648761920680985,"Vinh đã vào bên trong sư khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp.","Vân đã vào bên trong sân khấu rồi, khán giả và ê-kíp đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp."
60,capleaf/viVoice,audio_1731.38_1734.98.wav,3.6693333333333333,5.545236500096507,1.5112381450117662,Điều này chỉ càm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.,Điều này chỉ càng làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước.
61,capleaf/viVoice,audio_437.83_448.23.wav,10.496,4.41219269996509,0.4203689691277715,"Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới, hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.",Lý do vẫn còn đang được tranh luận nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta.
62,capleaf/viVoice,audio_257.65_263.83.wav,6.314666666666667,4.297276600031182,0.6805231102245326,"Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.","Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình."
63,capleaf/viVoice,audio_270.99_275.39.wav,4.522666666666667,4.607348199933767,1.0187238059995063,"Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.",Chúng ta cãi lộn chúng ta bực bội chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.
64,capleaf/viVoice,audio_1829.52_1836.58.wav,7.253333333333333,4.759219500003383,0.656142394301937,Alfred Jarry 1873-1907 hợp những nhà văn đổi tiếng như.,Alfred Jarry 1873 1907 và tập hợp những nhà văn nổi tiếng như
65,capleaf/viVoice,audio_43.17_49.97.wav,6.826666666666667,3.7568638999946415,0.5503218603507776,"Đến hết tháng 11 năm 2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.","Đến hết tháng 11 năm 2023, tỉ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao."
66,capleaf/viVoice,audio_251.75_254.47.wav,2.816,4.040515500004403,1.4348421519902002,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.
67,capleaf/viVoice,audio_257.86_258.22.wav,0.512,4.711235900060274,9.201632617305222,Chết rồi.,Xin chào
68,capleaf/viVoice,audio_922.54_923.5.wav,1.1093333333333333,3.3476196998963133,3.0176860275507633,Mọi thứ đều kinh khủng mà.,Mọi thứ đều kinh khủng mà
69,capleaf/viVoice,audio_632.58_638.98.wav,6.485333333333333,3.557206099969335,0.5485001182107322,"Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.","Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó."
70,capleaf/viVoice,audio_1009.6_1012.34.wav,2.7306666666666666,3.748562900000252,1.372764733886811,Sau đó tôi lại mồi trài mọi người đánh bót để hít ké.,Giờ tôi lại ngồi chờ mọi người đánh boss để hít ké.
71,capleaf/viVoice,audio_53.1_61.96.wav,9.216,4.134940500021912,0.448669759116961,"Gia nhập đường đua kinh dị bằng một kịch bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của sứ Hàn.","Gia nhập đường đua kinh dị bằng một kịch bản chuyển thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của xứ Hàn."
72,capleaf/viVoice,audio_689.97_692.03.wav,2.304,3.8458691999549046,1.6692140624804275,Tiếp đến là mỗi người sẽ được 1 bát súp miso.,Tiếp đến là mỗi người sẽ được một bát súp miso.
73,capleaf/viVoice,audio_263.63_269.03.wav,5.290666666666667,4.0312197000021115,0.7619492880548346,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới.,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến ở các giải chạy lớn khắp thế giới.
74,capleaf/viVoice,audio_531.28_532.58.wav,1.6213333333333333,4.58823220001068,2.829912952309219,Em biết là tầm quan trọng của nó rồi.,Em biết là tầm quan trọng của nó rồi
75,capleaf/viVoice,audio_901.41_905.73.wav,4.352,3.654948399984278,0.8398318933787402,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.
76,capleaf/viVoice,audio_952.46_966.12.wav,13.738666666666667,4.163912600022741,0.30307981851873594,"Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uây, bánh nẳng, bánh dày và bánh trưng ống là loại bánh không thể thiếu.","Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uôi, bánh nẳng, bánh giầy và bánh chưng ống là loại bánh không thể thiếu."
77,capleaf/viVoice,audio_272.98_276.54.wav,3.584,4.4679800000740215,1.2466462053777962,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.
78,capleaf/viVoice,audio_975.64_978.12.wav,2.474666666666667,3.2783344000345096,1.324757974151876,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,hoặc là tùy theo nhà mình ăn ít thì cho ít
79,capleaf/viVoice,audio_20.16_25.34.wav,5.376,6.274450300028548,1.167122451642215,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.","Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ lỡ bất kỳ thông tin nào các bạn nhé."
80,capleaf/viVoice,audio_223.7_231.86.wav,8.192,4.230438499944285,0.51641094970023,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quấy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.
81,capleaf/viVoice,audio_2268.15_2269.73.wav,1.28,5.999549899948761,4.687148359334969,Giả tăng tính minh bạch.,và tính minh bạch
82,capleaf/viVoice,audio_709.74_713.12.wav,3.498666666666667,3.469409600016661,0.9916376524437864,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.
83,capleaf/viVoice,audio_779.9_782.84.wav,2.7306666666666666,3.5333566000917926,1.293953833041428,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,Cô ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.
84,capleaf/viVoice,audio_486.16_491.42.wav,5.461333333333333,5.467894700006582,1.0012014221203458,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào ngân tay như mình đã nói ở trên nè.,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vân tay như mình đã nói ở trên nè.
85,capleaf/viVoice,audio_681.06_683.92.wav,2.56,3.7526289999950677,1.4658707031230733,Thì chúng ta sẽ chẳng bao giờ tìm thấy được.,thì chúng ta sẽ chẳng bao giờ tìm thấy được
86,capleaf/viVoice,audio_847.25_852.09.wav,4.864,6.7403391998959705,1.385760526294402,"Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.","Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở ngay trước mắt."
87,capleaf/viVoice,audio_409.76_420.8.wav,11.093333333333334,3.652358900057152,0.32923908353880577,"Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh.",Trong những năm qua tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm tạo đột phá phát triển kinh tế xã hội của tỉnh.
88,capleaf/viVoice,audio_197.25_201.11.wav,4.010666666666666,4.223991199978627,1.053189295207437,"Thế là xong, chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.",Thế là xong chúng ta đã làm được một chiếc kính lúp tự chế từ nước và bóng đèn.
89,capleaf/viVoice,audio_44.87_48.59.wav,3.7546666666666666,3.6480778000550345,0.9716116299862485,Thê La đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù.,"Pela đóng vai trò tạo debuff lên người đối phương, xóa buff có lợi của kẻ thù."
90,capleaf/viVoice,audio_1206.17_1207.11.wav,0.9386666666666666,12.184202899923548,12.980329793952643,Anh hắng giọng.,Anh hắng giọng
91,capleaf/viVoice,audio_172.96_174.9.wav,2.048,3.6448312000138685,1.7797027343817717,Và 1 muỗng cà phê tiêu luôn.,và một muỗng cà phê tiêu luôn
92,capleaf/viVoice,audio_1145.33_1151.51.wav,6.314666666666667,4.125509100034833,0.6533217535950432,"Lúc khoảng 2 giờ 20 phút sáng ngày thứ Bảy hay 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh.","Lúc 2 giờ 20 phút sáng ngày thứ bảy 28 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh."
93,capleaf/viVoice,audio_263.11_265.93.wav,2.9013333333333335,3.858355600037612,1.3298560202335519,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nha.,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nhé.
94,capleaf/viVoice,audio_841.97_849.91.wav,8.106666666666667,3.010637199971825,0.3713779440754718,Srimad Bhagavad Gita xuất hiện trong Mahabharata một trong hai sử thi thiên liêng vĩ đại của Ấn Độ.,"Srimad Bhagavad Gita, xuất hiện trong Mahabharata, một trong hai sử thi thiêng liêng vĩ đại của Ấn Độ."
95,capleaf/viVoice,audio_173.56_177.7.wav,4.266666666666667,4.228522300021723,0.9910599140675913,Bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính thông qua cái dây cáp đúng không?,bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính thông qua cái dây cáp đúng không
96,capleaf/viVoice,audio_384.14_386.14.wav,2.048,3.4583187999669462,1.6886322265463605,Để từ đó ông ta làm việc cho mình.,Để từ đó ông ta làm việc cho mình.
97,capleaf/viVoice,audio_199.18_199.82.wav,0.6826666666666666,4.493221399956383,6.581867285092358,Khởi động.,Hả?
98,capleaf/viVoice,audio_591.95_594.63.wav,2.7306666666666666,4.487492499989457,1.643368835445358,"Thêm vào đó, dạ dây là một cơ quan linh hoạt.","Thêm vào đó, dạ dày là một cơ quan linh hoạt"
99,capleaf/viVoice,audio_142.66_149.94.wav,7.509333333333333,3.5466445999918506,0.4722981977972102,Số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.,Số trang đánh dấu có liền mạch hay không? Để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.
