index,dataset,path,audio_duration,processing_time,rtf,ground_truth,iflytek_transcription
0,capleaf/viVoice,audio_502.22_504.3.wav,2.1333333333333333,0.7967091000173241,0.37345739063312067,Và mọi chuyện thì chưa dừng lại ở đó., Và mọi chuyện thì chưa dừng lại ở đó.
1,capleaf/viVoice,audio_325.98_328.04.wav,2.1333333333333333,0.6740492000244558,0.31596056251146365,"Tuy nhiên, quá trình này không diễn ra lâu.", Tuy nhiên quá trình này không diễn ra lâu.
2,capleaf/viVoice,audio_399.3_401.78.wav,2.56,0.7650773000204936,0.2988583203205053,Đây là những chiếc kẹn chim nước được làm bằng sứ., Đây là những chiếc kèn ghim nước được làm bằng sứ.
3,capleaf/viVoice,audio_466.06_466.92.wav,1.1093333333333333,0.5116342999972403,0.4612088040840508,Chứ đó. Đâu ra?, Chứ đó đâu ra.
4,capleaf/viVoice,audio_104.32_107.14.wav,3.072,0.8635473001049832,0.2811026367529242,Nhưng vì một lý do nào đó mà Nina đã block luôn người yêu cũ., Như vì 1 lý do nào đó mà dina đã block luôn người yêu cũ.
5,capleaf/viVoice,audio_1245.34_1247.3.wav,1.9626666666666666,0.6128201000392437,0.3122385020580386,Bản báo cáo miêu tả tâm trạng., Bản báo cáo miêu tả tâm trạng.
6,capleaf/viVoice,audio_641.74_648.68.wav,7.082666666666666,1.6711021999362856,0.23594251693377527,"Thuật ngữ Musou, xuất phát từ tên tiếng Nhật của series Warriors, đã trở thành từ dùng để gọi các tựa game được tạo ra với cùng một công thức như trên."," Thuật ngữ bù sô xuất phát, từ tên tiếng nhật, của seri borious đã trở thành tư dùng để gọi các tựa game được tạo ra với cùng 1 công thức như trên."
7,capleaf/viVoice,audio_1181.52_1182.84.wav,1.3653333333333333,0.5206184999551624,0.38131237789684747,Thì kết thúc này quen lắm., Cái kết thúc này quen lắm.
8,capleaf/viVoice,audio_155.31_156.39.wav,1.1946666666666668,0.46240019996184856,0.3870537388073509,Cậu có nhìn thấy không?, Cậu có nhìn thấy không?
9,capleaf/viVoice,audio_613.06_617.18.wav,4.181333333333333,1.0666186000453308,0.25509054529145353,"Nhìn từng người dân, từng ngôi nhà bị phá mà lòng tôi đau đớn.", Nhìn từng người dân với ngôi nhà bị phá mà lòng tôi đau đớn.
10,capleaf/viVoice,audio_16.92_21.38.wav,4.522666666666667,1.091346799978055,0.24130604362722324,"Đại tá Trần Đình Hưng, Phó Chỉ huy trưởng, Tham mưu trưởng, Bộ Chỉ huy quân sự tỉnh.", Đại tá trần đình hưng phó chỉ huy trưởng tham mưu trưởng bộ chỉ huy quân sự tỉnh.
11,capleaf/viVoice,audio_649.96_657.5.wav,7.594666666666667,1.7366911000572145,0.22867245875051104,"Trong bầu không khí náo nhiệt của giảp hát, hùng thủ rút khẩu súng ra, ông Derringer 44 ly, dí sát đầu tổng thống mà ná đạn."," Trong bầu không khí náo, nhiệt của rạp hát hung thủ rút khẩu súng daringer 44 ly dí sát đầu tổng thống mà đã đạt."
12,capleaf/viVoice,audio_209.47_212.13.wav,2.9013333333333335,0.8012448999797925,0.27616437269524097,"Một, một ngày hãy làm tốt vài điều mình muốn làm.", 11 ngày hãy làm tốt vài điều mình muốn.
13,capleaf/viVoice,audio_405.73_410.03.wav,4.352,1.1051397999981418,0.2539383731613377,Kế hoạch là vậy nhưng cả Pháp lẫn Tây Ban Nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch., Kế hoạch là vậy nhưng cả pháp lẫn tây ban nha vẫn chưa xác định được nơi nào phù hợp để mở màn chiến dịch.
14,capleaf/viVoice,audio_557.88_564.72.wav,6.826666666666667,1.5264794999966398,0.22360539550732025,Bà cho rằng các cuộc xung đột giữa Hồi giáo và Phật giáo không phải là một cuộc thanh lọc sắc tộc như giới chức quốc tế nhận định.," Và cho rằng các cuộc xung đột giữa hồi giáo và phật giáo không phải là 1 cuộc thanh lọc sắc, tộc như giới chức, quốc tế, nhận định."
15,capleaf/viVoice,audio_10.42_14.32.wav,4.010666666666666,1.0546032000565901,0.2629496010779397,Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước., Tết là dịp mọi người háo hức đón chào một năm mới với nhiều hy vọng và mong ước.
16,capleaf/viVoice,audio_626.96_628.54.wav,1.7066666666666668,0.5476199999684468,0.3208710937315118,Ám sát kẻ thù của quốc gia., Ám sát kẻ thù của cùng quốc gia.
17,capleaf/viVoice,audio_24.4_26.0.wav,1.792,0.627519000088796,0.3501780134424085,Xếp trồi lên và gợi ý bạn., Sếp trồi lên và gợi ý bạn.
18,capleaf/viVoice,audio_125.82_129.28.wav,3.498666666666667,0.9635545000201091,0.2754062023685525,Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm., Những thay đổi đó bây giờ cũng được marketing là những thay đổi lớn và đột phá mỗi năm.
19,capleaf/viVoice,audio_685.62_690.78.wav,5.290666666666667,1.3182846999261528,0.2491717552783807,"Hãy gạt bỏ chúng qua hẳn một bên, rồi chuẩn bị vun đắp thói quen sống trong những ngăn tàu đóng chặt kín."," Hãy gạt bỏ chúng qua hẳn 1 bên rồi chuẩn bị vun đắp thói quen sống, trong những ngăn tàu đóng chặt kín."
20,capleaf/viVoice,audio_2692.88_2694.36.wav,1.536,0.5565930999582633,0.36236529945199436,Mà bước chân bối rối., Mà bước chân bối rối.
21,capleaf/viVoice,audio_1051.98_1053.22.wav,1.3653333333333333,0.5456206999951974,0.39962453612929494,Bảo đi chơi cũng không., Bảo đi chơi cũng không.
22,capleaf/viVoice,audio_184.32_189.26.wav,4.949333333333334,1.2433658000081778,0.2512188442904454,"Đầu tiên là do đồng yên liên tục mất giá trong năm 2023, làm xói mòn lợi nhuận xuất khẩu.", Đầu tiên là do đồng yên liên tục mất giá trong 52023 làm xói mòn lợi nhuận xuất khẩu.
23,capleaf/viVoice,audio_1011.42_1015.66.wav,4.352,1.1054287999868393,0.2540047794087406,"Năm 2015, Việt Nam chọn hệ thống tiên lửa Spider làm hệ thống tiên lửa phòng không tầm trung mới."," 520 15, việt nam chọn này thống tên là spider làm hệ thống tên lửa phòng không tầm trung mới."
24,capleaf/viVoice,audio_246.79_253.55.wav,6.741333333333333,1.467968099983409,0.21775634394532373,"Trong những năm gần đây, Starbucks đã tăng giá các sản phẩm của mình để đối phó với lãng phát và chi phí lao động tăng cao."," Trong những năm gần đây, starbucks đã tăng giá các sản phẩm của mình, để đối phó với lạm phát và chi phí lao động tăng cao."
25,capleaf/viVoice,audio_282.61_286.33.wav,3.84,1.0530272000469267,0.27422583334555384,"Như vậy, thật ra sát xuất để ô tô ở cửa 1 và cửa 3 không phải là bằng nhau."," Như vậy thật ra xác, suất để ô tô ở cửa 1 và cửa 30 phải là bằng nhau."
26,capleaf/viVoice,audio_1178.62_1186.3.wav,7.765333333333333,1.7575829999987036,0.2263370964970858,"Kiểm soát cảm xúc thực chất là một quá trình đánh giá lại bản thân, để tìm thấy tự do, thoát khỏi sự cuốn hút của chính bản ngã.", Kiểm soát cảm xúc thực chất là 1 quá trình đánh giá lại bản thân để tìm thấy tự do thoát khỏi sự cuốn hút của chính bản ngã.
27,capleaf/viVoice,audio_1091.88_1095.4.wav,3.4133333333333336,0.89802740002051,0.2630939648497588,"Thứ hai, trong khẩu vũ khí có nòng còn bảy viên.", Thứ 2 trong khẩu vũ khí có nồng còn 7 viên.
28,capleaf/viVoice,audio_17.66_27.98.wav,10.410666666666666,2.250205499934964,0.21614422706854802,"Trước đó, phóng viên thông tấn xã Việt Nam đã đưa tin trong giờ ra chơi tiết 2, nam sinh lớp 10 trường Trung học Phổ thông Đào Duy Từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương."," Trước đó, phóng viên thông tấn xã việt nam đã đưa tin trong giờ ra chơi tiết hai năm sinh lớp 10 trường trung học phổ thông đào duy từ bất ngờ rơi từ tầng 4 của nhà trường và bị đa chấn thương."
29,capleaf/viVoice,audio_1125.88_1127.5.wav,1.4506666666666668,0.5463416000129655,0.3766141544207023,Với giá cao hơn đá thị trường., Với giá cao hơn giá thị trường.
30,capleaf/viVoice,audio_132.6_137.36.wav,4.864,1.2283062000060454,0.25253005756703234,"Chiến thuật này đã kích cầu việc mua rượu, và ngay sau đó, ông bán được một số lượng rượu lớn từ những người khách đó.", Chiến thuật này đã kích cầu việc mua rượu và ngay sau đó ông bán được 1 số lượng rượu lớn từ những người khách đó.
31,capleaf/viVoice,audio_556.64_557.86.wav,1.3653333333333333,0.5331595999887213,0.39049775389798924,Khỏi tâm trạng tiêu cực., Khỏi tâm trạng tiêu cực.
32,capleaf/viVoice,audio_422.66_431.4.wav,8.874666666666666,2.0200234999647364,0.22761683067511304,"Để bảo vệ mình, Đài Loan có thể tận dụng nguồn lực mà họ đang có để thiết lập một khu vực cấm nhằm ngăn chặn hải quân của PLA từ việc xâm nhập vào phía đông của đảo."," Để bảo vệ mình đài loan có thể tận dụng nguồn lực mà họ đang có để thiết lập 1 khu, vực cấm nhằm ngăn chặn hải quân của pla từ việc xâm nhập vào, phía đông của đảo."
33,capleaf/viVoice,audio_1616.06_1617.74.wav,1.4506666666666668,0.5692641999339685,0.3924155789985996,Nga giặt hoài không ra., Nga giặt hoài không ra.
34,capleaf/viVoice,audio_100.18_101.92.wav,1.792,0.6137732999632135,0.3425074218544718,Mọi chuyện không chỉ dừng lại ở đó., Mọi chuyện không chỉ dừng lại ở đó.
35,capleaf/viVoice,audio_1213.56_1218.92.wav,5.376,1.3120755999116227,0.2440616815311798,"Sáng hôm sau, Lacey nhận ra rằng cô đã không nhận được tin tức gì từ Tony hay Victoria cả đêm."," Sáng hôm sau lê sỹ nhận ra rằng cô đã không nhận được tin tức gì, từ tony hay victoria cả đêm."
36,capleaf/viVoice,audio_624.3_627.82.wav,3.584,0.9432133999653161,0.26317338168675114,Vì vậy mà những chuyên binh nửa người nửa mái của Liên Xô đã không được sử dụng., Vì vậy mà những chiến binh nửa người nửa mái của liên xô đã không được sử dụng.
37,capleaf/viVoice,audio_212.4_220.0.wav,7.765333333333333,1.7682897000340745,0.22771587826675066,Nhưng Steve đã cho thấy cách thức những nguyên lý này phối hợp hoạt động giúp Amazon mở rộng quy mô không giống như bất kỳ công ty nào khác., Nhưng steve đã cho thầy cách thức những nguồn lý này phối hợp hoạt động giúp amazon mở rộng quy mô không giống như bất kỳ công ty nào khác.
38,capleaf/viVoice,audio_502.33_504.67.wav,2.3893333333333335,0.7207551000174135,0.3016553152974666,Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này., Nhưng vẫn có sự sống trong điều kiện khắc nghiệt này.
39,capleaf/viVoice,audio_137.8_142.78.wav,5.034666666666666,1.4162021999945864,0.28129016154553493,TV có không hình hiển thị sắc nét nhờ độ phân giải 4K và công nghệ bộ xử lý Crystal 4K., Tivi có khung hình hiển thị sắt thép nhờ độ phân giải 4 k và công nghệ bộ xử lý pristo 4 k.
40,capleaf/viVoice,audio_621.03_624.05.wav,2.986666666666667,0.7650182000361383,0.2561444866192427,"Còn hiện tại, tôi nghĩ rằng đó là 100% công việc.", Còn hiện tại tôi nghĩ rằng đó là 100% còn việc.
41,capleaf/viVoice,audio_61.49_63.83.wav,2.304,0.6795427999459207,0.294940451365417,"Cho hết hành lá vào, khuấy đều lên.", Cho hết hành lá vào khuấy đều lên.
42,capleaf/viVoice,audio_0.0_2.1.wav,2.474666666666667,0.7288991999812424,0.29454439654414427,"Ví dụ 2, tính trung bình của dãy số.", Ví dụ 2 tính trung bình của dãy số.
43,capleaf/viVoice,audio_500.02_502.34.wav,2.304,0.731219399953261,0.317369531229714,Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu., Justin bỗng chốc vụt sáng thành ngôi sao toàn cầu.
44,capleaf/viVoice,audio_558.45_569.81.wav,11.349333333333334,2.428616899996996,0.21398762629202853,"Đó là các anh chị hãy tạm đừng xem như đây là một cái khóa học theo kiểu bình thường, mà hãy xem như nó là một cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.", Đó là các anh chị hãy tạm đừng xem như đây là 1 cái khóa học theo kiểu bình thường mà hãy xem như nó là 1 cái hành trình mà tôi sẽ cùng đồng hành với các anh chị trong khoảng 6 tháng tới.
45,capleaf/viVoice,audio_907.27_910.45.wav,3.2426666666666666,0.8059424998937175,0.24854312291130268,Ông ta vì thế tìm cách thương lượng với triều đình Huế nhưng bất thẳng., Ông ta vì thế tìm cách thương lượng với triều đình huế nhưng bất thành.
46,capleaf/viVoice,audio_339.44_343.2.wav,4.096,1.0414618999930099,0.2542631591779809,Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại sao?, Để mà nếu mà cấp cho mình thì rủi bên kia khiếu nại hay sao.
47,capleaf/viVoice,audio_73.98_75.08.wav,1.1946666666666668,0.523249400081113,0.43798777908575304,Hãy cùng bắt đầu nhá!, Hãy cùng bắt đầu nhá.
48,capleaf/viVoice,audio_943.5_944.3.wav,1.024,0.5017279000021517,0.4899686523458513,Giờ thổi lửa rồi., Giờ thổi lửa rồi.
49,capleaf/viVoice,audio_1659.35_1662.19.wav,2.986666666666667,0.8157187999458984,0.27312013391045703,Hãy để cho những cơn gió của lòng nhiệt thanh quét qua mình., Hãy để cho những cơn gió của lòng nhiệt thành quét qua mình.
50,capleaf/viVoice,audio_310.47_313.77.wav,3.4133333333333336,0.964913500007242,0.28268950195524667,Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà., Anh ta cũng làm như vậy ở tầng 2 và lên đến nóc nhà.
51,capleaf/viVoice,audio_866.05_867.83.wav,1.8773333333333333,0.6682630999712273,0.3559640092176282,Bước đầu tiên là chữ cái ai., Bước đầu tiên là chữ cái ai.
52,capleaf/viVoice,audio_561.9_565.24.wav,3.328,0.9819363000569865,0.29505297477673875,"Nếu anh không làm như thế này, thì em sẽ như thế này như thế kia.", Nếu anh không làm như thế này thì em sẽ như thế này như thế kia.
53,capleaf/viVoice,audio_330.25_333.07.wav,2.304,0.7032950000138953,0.3052495659782532,Bởi một thông điệp sẽ trở nên vô nghĩa., Bởi 1 thông điệp sẽ trở nên chuông nghĩa.
54,capleaf/viVoice,audio_286.88_288.52.wav,1.792,0.6899774000048637,0.3850320312527141,"Hơi chát chát, hơi chua chua một chút.", Hơi chát chát hơi chua chua 1 chút.
55,capleaf/viVoice,audio_181.89_183.21.wav,1.3653333333333333,0.5349381000269204,0.3918003662306546,Casey đã rất nghiêm túc., Thầy sĩ đã rất nghiêm túc.
56,capleaf/viVoice,audio_508.86_511.62.wav,2.7306666666666666,0.7428598999977112,0.27204342040931806,Sẽ nhìn thấy nó hơi như nâu vàng như vầy nè., Sẽ nhìn thấy nó hơi như nâu vàng như vậy nè.
57,capleaf/viVoice,audio_324.44_330.2.wav,5.888,1.452169599942863,0.24663206520768732,"Thầy không chỉ mang đến những bài học thú vị, đầy tính trải nghiệm, mà còn rất quan tâm đến học sinh.", Thầy không chỉ mang đến những bài học thú vị đầy tính trải nghiệm mà còn rất quan tâm đến học sinh.
58,capleaf/viVoice,audio_156.06_158.86.wav,2.986666666666667,0.8430092999478802,0.28225757810754915,Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán., Còn không thì mèo sẽ không bao giờ cảm thấy buồn chán.
59,capleaf/viVoice,audio_52.54_57.26.wav,4.949333333333334,1.2777989000314847,0.2581759630990338,"Vinh đã vào bên trong sư khấu rồi, khán giả và ekip đã có mặt đầy đủ để sẵn sàng cho buổi biểu diễn của các chị đẹp."," Vinh đã vào bên trong sân, khấu rồi khán giả và ê kíp đã có mặt đầy đủ để sẵn sàng cho bộ biểu diễn của các chị đẹp."
60,capleaf/viVoice,audio_1731.38_1734.98.wav,3.6693333333333333,0.9733927000779659,0.26527780707066656,Điều này chỉ càm làm chắc chắn thêm những gì mà chúng ta đã nói với nhau từ trước., Điều này chỉ cảm làm chắc chắn thêm những gì mà chúng ta đã nói vì nhau từ trước.
61,capleaf/viVoice,audio_437.83_448.23.wav,10.496,2.4278330999659374,0.23131031821321812,"Lý do vẫn còn đang được tranh luận, nhưng hầu hết các nhà khoa học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu một tuần làm việc mới, hoặc những thay đổi trong chu kỳ ngủ thức của chúng ta."," Lý do vẫn còn đang được tranh luận nhưng hầu hết các nhà khoa, học tin rằng nó liên quan đến sự căng thẳng khi bắt đầu, 1 tuần làm việc mới hoặc những thay đổi, trong chu kỳ ngủ thức của chúng ta."
62,capleaf/viVoice,audio_257.65_263.83.wav,6.314666666666667,1.4882363000651821,0.235679312721471,"Chắc chắn rồi, nếu bạn chuẩn bị du hành vào vũ trụ, một trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.", Chắc chắn rồi nếu bạn chuẩn bị du hành và vũ trụ 1 trong những điều đầu tiên mà bạn nghĩ đến sẽ là bộ đồ du hành vũ trụ của mình.
63,capleaf/viVoice,audio_270.99_275.39.wav,4.522666666666667,1.15203160000965,0.254723968162511,"Chúng ta cãi lộn, chúng ta bực bội, chúng ta không hạnh phúc với nhau vì một khởi nguồn tử tế.", Chúng ta cãi lộn chúng ta bực bội chúng ta không hạnh phúc với nhau vì 1 khởi nguồn tử tế.
64,capleaf/viVoice,audio_1829.52_1836.58.wav,7.253333333333333,1.6245696999831125,0.2239756020197306,Alfred Jarry 1873-1907 hợp những nhà văn đổi tiếng như., Alfred zari 1 ngàn 800 731 ngàn 900 lẻ 7 và tập hợp những dạ phân nổi tiếng dư.
65,capleaf/viVoice,audio_43.17_49.97.wav,6.826666666666667,1.5835036999778822,0.23195854980144756,"Đến hết tháng 11 năm 2023, tỷ lệ giải ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.", Đến hết tháng 10 152 ngàn 0 23 tỷ lệ giành ngân vốn đầu tư công đạt trên 67% kế hoạch vốn giao.
66,capleaf/viVoice,audio_251.75_254.47.wav,2.816,0.7873333999887109,0.27959282670053653,Mày tính chơi với tao đúng không? Ngon thì đánh thử coi.," Mày tính chơi với tao đúng không, ngon thì đánh thử coi."
67,capleaf/viVoice,audio_257.86_258.22.wav,0.512,0.413707600091584,0.808022656428875,Chết rồi., Cho tôi.
68,capleaf/viVoice,audio_922.54_923.5.wav,1.1093333333333333,0.4748111000517383,0.4280148137485622,Mọi thứ đều kinh khủng mà., Mọi thứ đều kinh khủng mà.
69,capleaf/viVoice,audio_632.58_638.98.wav,6.485333333333333,1.4802472000010312,0.22824535361858006,"Đó là để đối mặt với thế giới lạnh lùng, tàn khốc này, chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.", Đó là để đối mặt với thế giới lạnh lùng tàn khốc này chứ không phải là để phàn nàn về cái thời đại khoan dung vĩ đại đó.
70,capleaf/viVoice,audio_1009.6_1012.34.wav,2.7306666666666666,0.7851154999807477,0.28751788329373085,Sau đó tôi lại mồi trài mọi người đánh bót để hít ké., Sau đó tôi lại mồi chài mọi người đánh bóp để hít ghế.
71,capleaf/viVoice,audio_53.1_61.96.wav,9.216,1.9872747000772506,0.21563310547713224,"Gia nhập đường đua kinh dị bằng một kịch bản truyền thể từ bộ truyện tranh Taste of Horror được đăng tải trên nền tảng Naver Webtoon, lấy cảm hứng từ truyền thuyết đô thị của sứ Hàn."," Gia nhập đường đua kinh dị bằng 1 kịch bản, chuyển thể, từ bộ truyện tranh texas và hor được đăng tải trên nền tảng naveweb lấy cảm hứng từ truyền, thuyết đô thị của xứ hàn."
72,capleaf/viVoice,audio_689.97_692.03.wav,2.304,0.6760651000076905,0.293431032989449,Tiếp đến là mỗi người sẽ được 1 bát súp miso., Tiếp đến là mỗi người sẽ được 1 bát súp miso.
73,capleaf/viVoice,audio_263.63_269.03.wav,5.290666666666667,1.2887438000179827,0.2435881678461409,Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp để chinh chiến các giải chạy lớn khắp thế giới., Đây là những vận động viên luyện tập và thi đấu chuyên nghiệp đã chinh chiến ở cái giải chạy lớn khắp thế.
74,capleaf/viVoice,audio_531.28_532.58.wav,1.6213333333333333,0.6074634999968112,0.37466909950461214,Em biết là tầm quan trọng của nó rồi., Em biết là tầm quan trọng của nó rồi.
75,capleaf/viVoice,audio_901.41_905.73.wav,4.352,1.0854503000155091,0.2494141314373872,Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định., Về cơ bản là cách tiếp cận theo cảm xúc đối với quá trình ra quyết định.
76,capleaf/viVoice,audio_952.46_966.12.wav,13.738666666666667,2.8402771999826655,0.20673601513848983,"Để không khí ngày Tết trọn vẹn và đủ đầy, các gia đình người Mường thường gói rất nhiều các loại bánh truyền thống như bánh ống, bánh ốc, bánh uây, bánh nẳng, bánh dày và bánh trưng ống là loại bánh không thể thiếu."," Để không khí ngày tết trọn vẹn và đủ đầy, các gia đình người mường, thường gói rất nhiều, các loại bánh truyền, thống như bánh ống, bánh ốc bánh ui, bánh nằng bánh dày và bánh chưng ống là loại bánh không thể thiếu."
77,capleaf/viVoice,audio_272.98_276.54.wav,3.584,0.9321406000526622,0.26008387278255085,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh., Người mỹ đổ lỗi cho người tây ban nha và bắt đầu 1 cuộc chiến tranh.
78,capleaf/viVoice,audio_975.64_978.12.wav,2.474666666666667,0.6771431999513879,0.2736300646355285,Hoặc là tùy theo nhà mình ăn ít thì cho ít.," Hoặc là tùy theo nhà, mình ăn, ít thì chơi ít."
79,capleaf/viVoice,audio_20.16_25.34.wav,5.376,1.3208273999625817,0.245689620528754,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.", Video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhá.
80,capleaf/viVoice,audio_223.7_231.86.wav,8.192,1.823160900035873,0.22255382080516029,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu., Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngồi lý vào và mình sẽ nấu.
81,capleaf/viVoice,audio_2268.15_2269.73.wav,1.28,0.5439050999702886,0.42492585935178795,Giả tăng tính minh bạch., Gia tăng tính minh bạch.
82,capleaf/viVoice,audio_709.74_713.12.wav,3.498666666666667,0.882251099916175,0.25216780675957745,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép., Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.
83,capleaf/viVoice,audio_779.9_782.84.wav,2.7306666666666666,0.7678368999622762,0.2811902709822789,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất., Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.
84,capleaf/viVoice,audio_486.16_491.42.wav,5.461333333333333,1.3482578999828547,0.24687339477225123,Và ngoài ra thì máy cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật vào ngân tay như mình đã nói ở trên nè., Và ngoài ra thì mày cũng sẽ được trang bị bảo mật khá là kỹ càng như là bảo mật và vân tay nhưng mà đã nói ở trên à.
85,capleaf/viVoice,audio_681.06_683.92.wav,2.56,0.7495776999276131,0.2928037890342239,Thì chúng ta sẽ chẳng bao giờ tìm thấy được., Thì chúng ta sẽ chẳng bao giờ tìm thấy được.
86,capleaf/viVoice,audio_847.25_852.09.wav,4.864,1.3018545000813901,0.267651007418049,"Kẻ mà suốt thời gian qua Huo Huo lo lắng chạy ngược chạy xuôi tìm kiếm, lại luôn ở gần ngay trước mắt.", Kẻ mà suốt thời gian qua huơ lo lắng chạy ngược chạy xuôi tìm kiếm lại luôn ở gần ngay trước mắt.
87,capleaf/viVoice,audio_409.76_420.8.wav,11.093333333333334,2.41720470006112,0.21789705829877884,"Trong những năm qua, tỉnh Hòa Bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông, đặc biệt là giao thông kết nối vùng và các dự án giao thông trọng điểm, tạo đột phá phát triển kinh tế xã hội của tỉnh."," Trong những năm qua, tỉnh hòa bình đã tập trung nguồn lực ưu tiên phát triển đồng bộ hạ tầng giao thông đặc biệt là giao thông kết nối vùng và các dự án giao thông, trọng điểm, tạo đột phá phát, triển kinh tế xã hội của tỉnh."
88,capleaf/viVoice,audio_197.25_201.11.wav,4.010666666666666,0.9998420999618247,0.24929573636016242,"Thế là xong, chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.", Thế là xong chúng ta đã làm được 1 chiếc kính lúp tự chế từ nước và bóng đèn.
89,capleaf/viVoice,audio_44.87_48.59.wav,3.7546666666666666,0.9383632000535727,0.24991917615063192,Thê La đóng vai trò tạo đi búp lên người đối phương do búp có lợi của kẻ thù., Thề là đóng vai trò tạo điều bứt lên người đối phương soi búp có lợi của kẻ thù.
90,capleaf/viVoice,audio_1206.17_1207.11.wav,0.9386666666666666,0.39623529999516904,0.4221256747107625,Anh hắng giọng., Anh hắn giọng.
91,capleaf/viVoice,audio_172.96_174.9.wav,2.048,0.6123061999678612,0.2989776367030572,Và 1 muỗng cà phê tiêu luôn., Và 1 muỗng cà phê tiêu luôn.
92,capleaf/viVoice,audio_1145.33_1151.51.wav,6.314666666666667,1.405065100057982,0.22250819785546588,"Lúc khoảng 2 giờ 20 phút sáng ngày thứ Bảy hay 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh."," Lúc khoảng 2:20 sáng ngày thứ 7 hay 8 tháng 11, tôi thức giấc vì nghe thấy mảnh kính vỡ rất mạnh."
93,capleaf/viVoice,audio_263.11_265.93.wav,2.9013333333333335,0.7490390000166371,0.25817061121896956,Chúc các bạn có những bữa cơm gia đình thật ngon miệng nha., Chúc các bạn có những bữa cơm gia đình thật ngon miệng nhé.
94,capleaf/viVoice,audio_841.97_849.91.wav,8.106666666666667,1.690353999962099,0.20851406249532467,Srimad Bhagavad Gita xuất hiện trong Mahabharata một trong hai sử thi thiên liêng vĩ đại của Ấn Độ.," Stremat bà gặp vasghita xuất hiện trong mahabarata 1 trong 2 sử thi thiêng liêng, vĩ đại của ấn độ."
95,capleaf/viVoice,audio_173.56_177.7.wav,4.266666666666667,1.0099761999445036,0.23671317186199303,Bằng cách thì các bạn sẽ kết nối iPhone này vào máy tính thông qua cái dây cáp đúng không?, Bằng cấp thì các bạn sẽ kết nối iphone này vào máy tính thông qua cái dây cáp đúng không?
96,capleaf/viVoice,audio_384.14_386.14.wav,2.048,0.5923962000524625,0.28925595705686646,Để từ đó ông ta làm việc cho mình., Để từ đó ông ta làm việc cho mình.
97,capleaf/viVoice,audio_199.18_199.82.wav,0.6826666666666666,0.3210755999898538,0.4703255859226374,Khởi động., Không.
98,capleaf/viVoice,audio_591.95_594.63.wav,2.7306666666666666,0.7265921999933198,0.26608601073974114,"Thêm vào đó, dạ dây là một cơ quan linh hoạt.", Thêm vào đó dạ dày là 1 cơ quan linh hoạt.
99,capleaf/viVoice,audio_142.66_149.94.wav,7.509333333333333,1.6755981999449432,0.22313541370005457,Số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào., Số trang đánh dấu có liền mạch hay không để mà đảm bảo không có bị người ta chừa trống thì người ta có thể điền thông tin vào.
